physical_harm,fairness_equity,autonomy_respect,privacy_protection,societal_environmental,virtue_care,legitimacy_trust,epistemic_quality,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit
0.37678,-0.63775,-0.42865,-0.28682,-0.32671,0.17963,-0.73643,-0.73805,1,0,0,0,0,0,1
0.62100,0.57042,0.29461,-0.10743,-0.56941,0.38618,0.74016,-0.62439,1,0,1,0,0,0,1
0.50836,0.80266,-0.76230,0.13733,-0.55755,0.72162,0.82419,0.62330,1,0,1,0,1,0,0
0.56981,0.12531,0.11941,-0.48862,-0.74786,-0.37678,0.11316,-0.00489,1,0,0,0,1,0,0
0.39768,0.65948,-0.45817,-0.42523,-0.68094,0.34162,0.85653,-0.47023,1,0,0,0,1,0,0
0.44201,-0.68237,0.55026,-0.32940,-0.66492,-0.45119,-0.05762,-0.68537,1,0,0,0,1,0,0
0.25353,0.35046,-0.56224,0.06249,0.63086,0.65800,0.39640,-0.32769,1,0,0,0,1,0,0
0.28321,-0.45112,0.12699,-0.64407,-0.47765,0.66990,0.74266,-0.08527,1,0,0,0,0,0,0
0.32680,-0.22202,-0.51810,-0.34965,-0.60330,0.23939,-0.09456,0.29495,1,0,0,0,0,0,0
-0.14276,-0.39807,-0.58169,-0.52504,0.36854,0.19417,0.64067,-0.14796,1,0,0,0,0,0,0
0.84931,-0.38579,-0.62461,-0.00388,-0.64550,-0.63990,-0.38064,-0.66662,1,0,0,0,1,0,0
0.69017,0.68959,-0.27329,-0.24099,-0.68981,0.70722,0.18632,0.24507,1,0,0,0,1,0,0
0.77007,-0.13508,-0.10130,-0.38070,-0.60281,0.12806,0.62308,0.04230,1,0,0,0,0,0,0
-0.38173,-0.28810,0.70855,-0.27292,-0.61706,-0.37156,-0.60059,-0.72823,1,0,0,0,0,1,0
0.18851,-0.54842,0.65637,-0.49907,-0.76696,-0.70928,-0.57210,-0.61738,1,0,0,0,1,0,0
0.71638,-0.67804,0.54916,-0.61625,-0.73714,-0.71073,-0.57062,-0.23815,1,0,0,0,1,0,0
0.89479,-0.45445,-0.38582,-0.52686,-0.48519,0.78079,0.31505,0.76541,1,0,0,0,0,0,0
-0.58621,-0.39687,-0.20549,-0.21110,-0.61061,0.12098,-0.76335,-0.45387,1,0,1,0,0,0,0
0.37129,0.39334,-0.54356,-0.46728,-0.67510,0.16236,-0.38815,-0.27592,1,0,0,0,0,1,0
0.46265,0.13883,0.21709,-0.58914,-0.67832,-0.49021,0.34967,-0.01575,1,0,0,0,1,0,0
0.24065,-0.61139,-0.42930,-0.62020,-0.28616,-0.63625,-0.74812,-0.73731,1,0,0,0,1,0,0
0.08123,-0.17164,-0.31380,-0.40190,-0.35199,-0.52215,-0.18143,-0.52204,1,0,0,0,0,0,0
0.82204,0.45473,0.64746,-0.25146,-0.52062,-0.55696,0.32678,-0.72115,1,0,1,0,1,0,0
0.17131,0.22178,0.32407,-0.58805,-0.60619,-0.43750,-0.17113,-0.70420,1,0,0,0,1,0,0
0.82191,0.80268,0.55400,-0.17062,-0.72857,0.01888,0.77508,-0.67040,1,0,0,0,1,0,0
0.83890,0.37808,-0.61930,-0.47751,-0.69290,0.49156,0.83486,-0.40242,1,0,0,0,1,0,0
0.86069,0.64509,0.20577,-0.58586,-0.74881,0.46084,0.48799,0.20801,1,0,0,0,0,1,0
0.21553,-0.51342,-0.72332,-0.63880,-0.70694,0.21989,0.00788,-0.20440,1,0,0,0,0,0,0
0.71478,0.15612,-0.47903,-0.26924,0.03594,0.39881,-0.37326,0.00423,1,0,0,0,1,0,0
0.09591,-0.35979,-0.48360,-0.71464,-0.70306,-0.61988,-0.46550,-0.80042,1,0,0,0,1,0,0
0.90678,0.51822,-0.78021,-0.24998,-0.31356,0.51981,0.78386,-0.47582,1,0,1,0,0,0,0
0.35764,-0.37471,-0.41745,-0.46315,-0.60318,0.37837,-0.55657,-0.77707,1,0,0,0,1,0,0
0.63828,0.75194,0.38019,-0.06631,-0.54636,0.63180,0.70994,0.26392,1,0,0,0,0,1,0
0.45463,-0.07825,-0.60899,-0.47518,-0.72773,0.26038,0.55114,0.59098,1,0,0,0,1,0,0
0.88143,-0.32610,0.40460,-0.07107,-0.80501,-0.53179,0.70378,-0.64144,1,0,0,0,0,0,0
0.65969,0.13560,0.41231,0.29432,-0.43389,0.00052,0.72007,-0.01610,1,0,0,0,1,0,0
0.46941,0.13781,-0.78289,-0.34190,-0.57008,0.68204,0.43277,0.12877,1,0,1,0,0,0,0
0.25908,-0.19018,0.17015,-0.49362,-0.47009,0.51221,0.67202,-0.33698,1,0,0,0,1,0,0
0.51514,-0.75678,0.65071,-0.39269,-0.81200,-0.77957,-0.87828,-0.77949,1,0,0,0,0,0,0
0.91231,0.50663,-0.22446,-0.14953,-0.14011,0.29676,-0.02490,-0.70050,1,0,0,0,0,1,0
0.66486,-0.36570,0.24589,-0.58897,-0.44124,0.10228,-0.41432,0.36915,1,0,0,0,1,0,0
0.85354,0.61607,0.14616,-0.56909,-0.73401,0.10801,0.31547,0.06566,1,0,0,0,0,0,1
-0.63218,-0.36713,0.39547,-0.65056,-0.74651,-0.66890,0.31266,-0.53966,1,0,0,0,1,0,0
0.58486,-0.58986,0.57399,-0.12672,-0.77671,-0.75109,-0.47781,-0.54358,1,0,0,0,1,0,0
0.78172,0.17466,-0.64358,-0.39783,-0.64159,0.42404,0.49701,-0.34235,1,0,0,0,1,0,0
0.82076,0.16857,-0.57811,-0.47899,-0.80639,0.68013,-0.25571,0.46406,1,0,0,0,1,0,0
0.83347,0.26888,0.36358,-0.42767,-0.63524,0.37376,0.77975,0.39463,1,0,0,1,0,0,0
0.70374,0.31507,0.65888,-0.28669,-0.49001,0.72807,0.79295,0.59150,1,0,0,1,0,0,0
0.64627,-0.03395,-0.49135,-0.13040,-0.27921,-0.42241,0.27914,-0.76057,1,0,0,0,0,1,0
0.87428,-0.57415,-0.63501,0.63358,-0.48726,0.65352,0.57901,0.33605,1,0,0,0,1,1,0
0.23324,-0.49676,-0.54447,-0.52147,-0.22997,0.46622,0.81007,0.49001,1,0,0,0,1,0,0
0.66000,-0.60995,-0.57581,-0.52655,-0.80468,-0.57578,-0.40559,-0.64391,1,0,0,0,1,0,0
-0.08156,-0.47052,-0.62519,-0.59902,-0.71610,-0.65218,-0.66640,-0.54598,1,0,0,0,1,0,0
0.81550,-0.30920,0.67650,0.03888,-0.03828,0.77265,0.78140,0.47912,1,0,0,0,1,0,0
0.44653,0.60274,0.49330,-0.68518,-0.77089,0.73957,0.76725,0.58320,1,0,0,0,1,0,0
0.78963,-0.65140,0.54772,-0.64524,-0.82118,-0.50199,-0.53817,-0.76712,1,0,0,0,0,0,0
-0.48109,-0.40057,-0.20585,-0.34737,-0.68401,-0.65308,0.21165,0.50296,1,0,0,0,0,0,0
0.03204,-0.24653,-0.25080,-0.37282,0.54538,-0.41191,-0.31834,-0.13818,1,0,1,0,0,0,0
0.03204,-0.24653,-0.25080,-0.37282,0.54538,-0.41191,-0.31834,-0.13818,1,0,1,0,0,0,0
0.03204,-0.24653,-0.25080,-0.37282,0.54538,-0.41191,-0.31834,-0.13818,1,0,1,0,0,0,0
0.53435,0.05032,-0.44922,0.44311,0.21557,0.34350,0.75649,0.02263,1,0,1,0,0,0,0
0.34608,0.31834,0.47969,-0.05092,-0.46488,-0.11808,-0.54503,0.32838,1,0,0,0,1,0,0
0.42725,0.64191,-0.01843,0.02572,-0.84789,0.79281,0.73395,0.42814,1,0,0,0,1,0,0
0.47553,0.23266,-0.47476,-0.32699,-0.05191,0.74405,0.71671,0.48482,1,0,0,0,0,0,0
0.87431,-0.53492,-0.14356,0.33540,-0.52170,-0.46879,-0.68021,-0.75275,1,0,0,0,0,0,0
0.74964,0.28178,-0.08148,-0.62470,-0.79752,0.60687,0.71846,-0.56560,1,0,1,0,1,0,0
0.32986,-0.34620,-0.21981,-0.68985,-0.69761,-0.63961,0.55926,-0.69930,1,0,0,0,1,0,0
0.53692,-0.38058,-0.48340,-0.42443,-0.71333,-0.47143,0.40270,-0.71696,1,0,0,0,0,0,0
0.66806,-0.54419,-0.47207,-0.18138,-0.66395,-0.73124,-0.70337,-0.73779,1,0,0,0,1,0,0
0.38818,0.32595,-0.72274,-0.56417,-0.27005,0.64296,0.66072,0.35118,1,0,0,0,1,0,0
0.89350,0.00142,0.48451,-0.57016,0.28018,0.68434,-0.17451,0.53291,1,0,0,0,0,0,0
0.54096,-0.26813,-0.43068,-0.37711,-0.48669,0.37978,-0.25348,-0.52908,1,0,0,0,1,0,0
0.79767,-0.45469,-0.38395,-0.36207,-0.01288,0.31661,-0.80120,-0.59537,1,0,0,0,0,1,0
0.74310,0.27547,0.38603,-0.07512,-0.48201,-0.74664,-0.51208,-0.19440,1,0,0,0,0,0,0
0.43013,-0.08458,0.23172,-0.47413,-0.17239,0.01065,-0.05637,-0.30472,1,0,0,0,0,0,1
0.87086,0.10766,-0.67329,0.03064,-0.68288,-0.70348,-0.70459,-0.21993,1,0,0,0,1,0,0
-0.05009,-0.65004,-0.72702,-0.16682,-0.56583,-0.61243,0.15450,-0.10019,1,0,0,0,1,0,0
0.72107,-0.15330,-0.17611,-0.47571,-0.06006,0.15790,0.24612,-0.53782,1,0,0,0,1,0,0
0.35165,-0.70749,-0.03866,-0.45557,-0.41623,-0.50953,-0.79246,-0.71858,1,0,0,0,1,0,0
0.22132,-0.55411,-0.63772,-0.44160,-0.45087,0.37172,0.07913,-0.51417,1,0,0,0,1,0,0
0.62277,0.64274,-0.16647,-0.15701,-0.46856,0.61437,0.62024,-0.75606,1,0,1,0,0,0,1
0.48689,0.03051,-0.55815,-0.59389,-0.73707,-0.21782,0.24084,-0.28332,1,0,1,0,1,0,0
0.85510,0.39546,0.16547,0.08163,-0.69289,0.60660,0.83718,0.48232,1,0,0,0,1,0,0
0.54882,0.42563,-0.60528,-0.32768,-0.28285,0.59637,-0.03297,0.00309,1,0,0,0,0,0,0
0.30373,0.10342,-0.04566,-0.27800,-0.66630,-0.58236,0.15933,-0.65207,1,0,0,0,0,0,0
0.77649,-0.26171,-0.29935,-0.35983,-0.44860,-0.55525,0.09556,-0.77121,1,0,0,0,0,1,0
-0.03159,-0.43092,-0.86283,0.05015,-0.05811,0.16501,0.40714,-0.22363,1,0,0,0,1,0,0
0.51277,-0.67118,0.20850,-0.64944,-0.65165,-0.66788,-0.56259,-0.42754,1,0,0,0,1,0,0
0.52628,-0.09506,-0.50259,-0.28787,-0.78373,-0.45291,-0.28423,-0.71848,1,0,0,0,1,0,0
0.62857,-0.54131,-0.39649,-0.54961,-0.68565,-0.60318,0.58953,-0.42776,1,0,1,0,1,0,0
0.37991,0.51019,0.04242,-0.32799,-0.41365,0.62748,0.73734,0.16164,1,0,0,0,1,0,0
0.43067,-0.50101,-0.69963,-0.13225,-0.50625,0.42312,0.74117,-0.20629,1,0,1,0,1,0,0
0.68338,-0.48989,-0.71597,-0.26527,-0.09089,-0.13638,-0.24821,-0.53883,1,0,0,0,0,0,0
0.39976,0.65535,-0.26742,-0.05650,-0.78107,0.49392,0.70482,0.56263,1,0,0,0,0,0,0
0.71900,0.26433,-0.23047,-0.53021,-0.68798,-0.00013,0.74253,0.35511,1,0,0,0,1,0,0
0.76193,-0.77466,-0.67559,-0.21155,-0.66071,-0.76874,-0.19345,-0.29097,1,0,0,0,1,0,0
0.61085,-0.30669,-0.58559,-0.21386,-0.40097,-0.07000,-0.61902,-0.66355,1,0,0,0,1,0,0
0.43098,-0.59684,-0.24332,-0.65763,-0.75671,-0.62398,-0.39464,-0.21661,1,0,1,0,0,0,0
0.32752,-0.18042,-0.57929,-0.34030,-0.27536,0.25204,0.61425,-0.66289,1,0,0,0,0,1,0
0.33354,-0.29695,-0.25008,-0.11837,-0.55398,-0.72867,0.20067,-0.75647,1,0,0,0,1,0,0
0.39285,0.17966,-0.35042,-0.35646,-0.15479,-0.65349,0.22693,-0.72633,1,0,0,0,1,0,0
0.50416,-0.62687,-0.10049,-0.49216,-0.36522,0.64854,0.32636,0.24916,1,0,0,0,1,0,0
0.65528,-0.45245,-0.64718,-0.44251,-0.58044,-0.70330,-0.46347,-0.64328,1,0,0,0,1,0,0
0.65732,-0.51093,-0.20227,-0.19199,-0.78993,-0.33451,-0.60342,-0.71376,1,0,0,0,1,0,0
0.38846,-0.06510,-0.09889,-0.47554,-0.62968,0.71389,0.74114,0.48401,1,0,0,1,0,0,0
0.84491,0.68758,-0.34709,-0.48729,-0.76482,0.78847,0.78673,0.73569,1,0,1,0,0,0,0
0.41514,-0.21808,-0.45655,0.03590,-0.47647,-0.78687,-0.78772,-0.68981,1,0,0,0,1,0,0
0.78686,0.30894,0.09119,-0.64164,-0.59642,-0.53359,-0.02658,0.37941,1,0,0,0,1,0,0
0.57809,-0.52449,0.56287,-0.11144,-0.45737,-0.63384,0.46581,-0.74305,1,0,0,0,1,0,0
0.62904,-0.14116,-0.23221,-0.62755,-0.35753,0.45722,0.28220,-0.52021,1,0,0,0,1,0,0
0.39393,0.41292,-0.81081,-0.21951,-0.45762,0.68613,0.05711,-0.35933,1,0,0,0,1,0,0
0.06972,0.42952,-0.43115,0.01708,-0.61722,0.72070,0.31408,-0.53481,1,0,0,0,1,0,0
-0.37485,0.35188,0.16101,-0.54495,-0.53777,0.73438,0.81930,0.60101,1,0,0,0,1,0,0
0.87313,-0.61155,0.37629,0.58604,-0.67609,-0.73206,-0.71099,-0.71452,1,0,0,0,1,0,0
0.38123,0.50026,-0.23193,-0.03235,-0.69383,0.46131,0.75652,0.11778,1,0,1,0,1,0,0
0.63345,-0.17943,-0.65813,-0.36873,-0.63036,0.13597,0.48518,-0.40972,1,0,0,0,1,0,0
0.53455,0.66310,0.31805,-0.46242,-0.40527,-0.05470,0.78546,0.31571,1,0,0,1,0,0,0
0.62240,-0.33549,-0.54118,-0.30629,-0.52224,-0.39917,0.72202,-0.44390,1,0,0,0,1,0,0
0.41936,-0.29819,-0.45923,-0.59454,-0.59642,0.72265,-0.39490,-0.07590,1,0,1,0,1,0,0
0.75086,-0.31648,-0.29853,-0.19864,-0.72560,-0.37773,-0.63617,-0.06402,1,0,0,0,1,0,0
0.57279,-0.10545,-0.36960,-0.37855,-0.44316,0.50117,0.13374,-0.72888,1,0,0,0,1,0,1
0.55682,0.05418,-0.01615,0.14101,-0.69936,-0.07493,-0.38775,-0.67751,1,0,0,0,1,0,0
0.77409,0.66998,0.40683,-0.12391,-0.69466,0.63456,0.78771,0.55259,1,0,0,0,1,0,0
0.59199,-0.27836,-0.32640,-0.36022,-0.59175,-0.35228,-0.59753,-0.74333,1,0,0,0,0,0,0
0.89020,-0.49854,-0.54523,-0.05168,-0.53595,-0.37184,-0.56060,-0.73809,1,0,0,0,1,0,0
0.73447,0.11027,0.02909,-0.53946,-0.75828,0.16488,0.11338,0.24321,1,0,0,0,1,0,0
0.71709,-0.45385,-0.43963,-0.28383,-0.53755,-0.67729,0.58465,-0.11970,1,0,0,0,1,0,0
-0.00853,-0.62045,-0.31908,-0.57369,-0.55337,-0.70831,-0.11277,-0.69751,1,0,0,0,1,0,0
0.12392,-0.42826,-0.68786,-0.00290,0.02929,0.16870,0.07225,-0.62911,1,0,0,0,1,0,0
0.62497,-0.72173,-0.72589,-0.16948,-0.63884,-0.80229,-0.80170,-0.76443,1,0,0,0,1,0,0
0.85954,-0.10757,-0.47081,0.14421,-0.07702,0.40331,0.14994,-0.07375,1,0,0,0,1,0,0
0.78965,0.53599,-0.59493,-0.05305,-0.85384,0.17251,0.76470,-0.56460,1,0,0,0,1,0,0
0.72471,0.30234,0.71312,-0.61624,-0.10132,0.35018,0.76844,0.18100,1,0,0,0,0,0,0
0.04809,-0.44151,-0.17331,-0.28413,-0.72154,-0.68757,-0.63128,-0.73641,1,0,0,0,1,0,0
0.87923,-0.57719,0.41364,-0.24148,-0.60110,-0.12006,0.31519,-0.05861,1,0,0,0,1,0,0
0.12671,-0.66243,-0.14863,-0.33663,-0.70095,-0.73841,-0.78626,-0.72199,1,0,0,0,1,0,0
0.88176,-0.64946,-0.37902,-0.03553,-0.08102,-0.44939,-0.66740,-0.29337,1,0,0,0,1,0,0
0.79898,-0.18482,-0.11754,-0.51252,-0.68765,-0.49352,0.45391,-0.27367,1,0,1,0,1,0,0
0.72786,0.76893,0.17314,-0.47092,-0.67615,0.73668,0.76056,0.40550,1,0,1,0,1,1,0
0.84447,0.67537,-0.63901,-0.42299,0.49635,0.26885,0.35261,0.55458,1,0,0,0,1,0,0
0.10321,-0.43894,-0.26550,-0.16519,-0.34167,0.31577,0.70290,-0.58744,1,0,0,0,1,0,0
0.49474,-0.62692,-0.76703,-0.07782,-0.60519,-0.39111,-0.62929,-0.81065,1,0,0,0,0,1,0
0.57111,-0.48816,-0.73887,-0.57879,-0.67524,-0.29249,0.64023,-0.30599,1,0,1,0,1,0,1
-0.27517,-0.02239,0.06312,0.47753,-0.51806,-0.58886,-0.23421,0.16884,1,0,1,0,0,0,0
0.40696,-0.34064,-0.72867,-0.58939,-0.80852,0.14855,0.50166,-0.45258,1,0,0,0,0,0,0
0.29024,-0.37234,0.25738,0.09011,-0.83961,0.67827,0.69338,0.42292,1,0,0,0,0,0,0
0.73159,0.78808,-0.23568,-0.63971,-0.55892,-0.49424,0.65189,0.62753,1,0,0,0,0,1,0
0.59163,-0.33786,-0.06127,-0.28912,-0.57378,-0.59039,0.45355,-0.29189,1,0,1,0,1,0,0
-0.73990,-0.00629,-0.70216,-0.46932,-0.78955,-0.63888,0.35244,-0.25748,1,0,1,0,1,0,1
0.76378,-0.47916,-0.65614,-0.52777,-0.43398,-0.37601,0.19958,-0.40506,1,0,0,0,1,0,0
0.31636,-0.01889,-0.55107,-0.43528,-0.69324,-0.30108,0.26464,-0.76795,1,0,1,0,1,0,0
0.69731,-0.38875,-0.39094,-0.55359,-0.63411,-0.51322,-0.76950,0.04987,1,0,0,0,1,0,0
0.34434,-0.14768,-0.73899,-0.09528,-0.27219,0.40316,0.73263,0.27321,1,0,0,0,1,0,0
0.82074,-0.55362,0.70130,-0.58200,0.04741,0.13334,0.59483,0.01177,1,0,0,0,1,0,0
0.18285,-0.22495,0.14329,-0.49625,-0.77420,-0.68919,0.63011,-0.54517,1,0,0,0,0,0,1
0.73378,-0.37779,-0.28683,-0.46177,-0.36917,0.08873,0.32569,-0.72257,1,0,0,0,0,1,0
0.90444,0.10577,-0.67845,-0.18671,-0.54748,0.54669,0.61216,0.13064,1,0,0,0,1,0,0
0.35724,-0.27990,-0.74242,-0.17057,-0.86309,0.33536,-0.55296,-0.53495,1,0,0,0,1,0,0
0.43039,-0.14984,-0.08433,0.21604,-0.44602,0.34620,0.41534,-0.71898,1,0,0,0,0,0,0
0.66668,0.48860,-0.18679,-0.67633,-0.56229,-0.52546,-0.40309,0.23264,1,0,0,0,1,0,0
0.63862,0.53931,0.07459,-0.02693,-0.55156,0.47943,0.59182,0.62360,1,0,0,0,1,0,0
0.37912,0.71852,0.67534,-0.75449,-0.55003,0.03436,0.86240,0.44256,1,0,0,0,1,0,0
0.80816,-0.01773,-0.49614,-0.43155,-0.59374,-0.13567,-0.62961,-0.69310,1,0,0,0,1,0,0
-0.33817,-0.55673,-0.69903,-0.49684,-0.81658,-0.09518,0.39233,0.47553,1,0,1,0,1,0,0
0.79261,-0.01225,-0.53025,-0.56284,-0.84850,-0.40945,0.02529,-0.63307,1,0,0,0,1,0,0
0.44659,-0.54813,-0.31081,-0.51590,-0.43327,0.60179,0.72895,0.26855,1,0,0,0,1,0,0
0.86212,-0.46887,0.67393,-0.66786,-0.58771,0.39647,0.77134,0.09132,1,0,0,0,1,0,0
-0.13399,-0.56998,-0.46757,-0.68243,-0.55978,-0.10914,0.09587,-0.16578,1,0,0,0,1,0,0
0.21960,-0.35692,-0.72908,-0.67465,-0.77958,-0.09923,-0.00117,-0.61805,1,0,0,0,1,0,0
-0.49920,-0.68383,0.11184,-0.72369,-0.33180,-0.68857,-0.09154,0.38199,1,0,0,0,0,0,0
-0.24695,0.70060,-0.58261,-0.57721,-0.24868,-0.28410,0.33826,-0.34821,1,0,0,1,0,0,0
0.13633,-0.54426,-0.77177,-0.33241,0.05197,-0.64808,0.04315,-0.55093,1,0,0,0,0,0,0
-0.19552,-0.21801,-0.19623,-0.63129,-0.66084,-0.68484,0.66687,-0.03753,1,0,0,0,0,0,0
0.75823,0.07256,-0.66663,-0.72989,0.04804,-0.54629,0.48755,-0.07887,1,0,0,0,1,0,0
0.38580,0.52163,0.35639,-0.63839,-0.41409,0.75614,0.62258,-0.47777,1,0,0,0,0,1,0
-0.42905,-0.37452,-0.76100,-0.45986,-0.39602,0.26367,0.01077,-0.43507,1,0,0,0,0,0,0
-0.21861,0.01615,-0.64204,0.30518,-0.78619,-0.52152,-0.35218,-0.75721,1,0,0,0,1,0,0
0.21269,-0.34833,-0.18096,-0.49775,-0.60021,0.44059,-0.10255,-0.64524,1,0,0,0,1,0,0
0.48757,0.23778,-0.16994,-0.19465,-0.45081,-0.38639,-0.26252,-0.38174,1,0,0,0,1,0,0
-0.09933,-0.19269,-0.63952,-0.50465,-0.08190,0.68085,0.54722,0.09753,1,0,1,1,0,0,0
-0.41009,-0.21071,-0.56547,-0.73992,-0.48053,-0.70467,-0.25046,0.50441,1,0,0,0,0,0,0
-0.11411,-0.56840,-0.53343,-0.58037,-0.33172,0.04141,-0.15589,-0.69571,1,0,0,0,0,0,0
0.51645,-0.48825,-0.47412,-0.49696,-0.54229,-0.49261,0.42406,-0.63288,1,0,0,0,1,0,0
0.39613,-0.02730,-0.40252,-0.43617,-0.48666,-0.61187,-0.13191,-0.65142,1,0,0,0,1,0,0
0.37982,0.29206,0.22437,-0.47045,-0.57314,0.55615,0.80413,0.60457,1,0,0,0,1,0,0
0.20807,-0.54180,-0.77355,-0.35367,-0.39960,-0.26206,-0.75605,-0.79246,1,0,0,0,1,0,0
0.47247,-0.30886,0.68855,-0.69832,-0.74062,-0.21760,0.07048,0.36507,1,0,0,0,1,0,0
0.87193,0.01960,0.30976,0.22497,-0.16046,0.41336,-0.17697,-0.71762,1,0,0,0,0,0,0
0.11888,-0.14424,-0.46217,-0.62282,-0.75417,0.42782,0.80779,0.62654,1,0,0,0,1,0,0
0.77530,-0.32148,0.26439,-0.29278,-0.64435,0.22198,0.71925,-0.47848,1,0,0,0,1,0,0
0.70189,0.48093,-0.15363,-0.38240,-0.74564,0.57283,0.40888,-0.30973,1,0,0,0,1,0,0
-0.37143,-0.19661,0.10454,-0.59121,-0.55815,0.22836,0.06966,0.36140,1,0,0,1,0,0,0
0.84589,-0.44583,-0.69843,-0.28459,-0.71034,-0.66808,-0.64816,-0.74277,1,0,0,0,1,0,0
0.67654,-0.66715,-0.61350,-0.47547,-0.83413,-0.20504,-0.21959,-0.03075,1,0,0,0,0,0,0
-0.23843,-0.60861,-0.67067,-0.42095,-0.53082,0.32714,-0.32258,-0.74302,1,0,0,0,1,0,0
0.75694,-0.59094,-0.53193,-0.57759,-0.77501,-0.36749,-0.36986,-0.22416,1,0,0,0,1,0,0
0.61571,-0.70237,-0.71921,0.31379,-0.50055,-0.66913,-0.63933,-0.70735,1,0,1,0,0,0,1
0.70045,0.57348,0.12561,-0.57984,-0.71546,0.69317,0.78775,-0.19567,1,0,0,0,0,0,0
0.56622,-0.02966,-0.44058,-0.55989,-0.80414,-0.60220,0.55697,-0.60119,1,0,0,0,1,0,0
0.68327,-0.46218,0.20734,-0.62707,-0.78959,0.73948,-0.00048,0.14889,1,0,0,0,1,0,0
0.83524,-0.22804,-0.26454,-0.59088,-0.74336,0.28470,0.30823,-0.45757,1,0,0,0,0,0,0
0.56077,-0.00259,-0.69170,-0.17560,-0.85741,-0.43829,0.42037,0.15945,1,0,1,0,1,0,0
0.05706,0.14652,-0.70251,-0.39707,-0.80273,0.44869,0.53276,0.06268,1,0,0,0,1,0,0
0.38826,0.10196,-0.12844,-0.49770,-0.61709,0.67114,0.83039,-0.41995,1,0,0,0,1,0,0
0.74064,0.51311,-0.31490,-0.27745,-0.65758,0.69220,0.53260,-0.22710,1,0,0,0,0,0,0
0.81486,-0.34989,0.28300,-0.29198,-0.66390,0.07908,0.37313,-0.54400,1,0,1,0,1,0,0
0.55056,-0.54412,-0.71314,-0.20098,-0.02517,0.15144,0.50800,-0.75943,1,0,0,0,0,0,0
0.81179,-0.53854,0.18561,-0.32580,-0.76808,-0.38963,-0.53343,0.18347,1,0,0,0,1,0,0
-0.05438,-0.63022,0.26773,-0.47249,-0.51035,-0.54249,-0.70363,-0.69973,1,0,0,0,1,0,0
0.45573,-0.38387,-0.43260,-0.49613,0.07820,0.23313,0.24379,0.15277,1,0,0,0,1,0,0
0.45308,0.63563,-0.74702,-0.34108,-0.25566,0.60526,0.36218,0.24995,1,0,0,0,1,0,0
0.85784,-0.13537,0.52244,-0.09852,-0.63841,0.21211,0.75420,0.34291,1,0,0,0,1,0,0
0.82343,0.75141,0.08000,0.30474,-0.67277,0.76134,0.85986,0.50528,1,0,0,0,0,0,0
0.84699,-0.36601,-0.32666,-0.51821,-0.52911,0.29135,-0.09241,-0.67246,1,0,0,0,1,0,0
0.31056,-0.09173,-0.44910,-0.65701,-0.47996,-0.17370,0.45513,-0.40598,1,0,0,0,1,0,0
0.83676,-0.52905,-0.70977,-0.04787,-0.72467,0.16351,-0.59821,-0.35885,1,0,1,0,1,0,0
0.62182,0.61123,-0.72040,-0.23778,-0.58744,0.79605,0.75320,0.52232,1,0,1,0,1,0,0
0.57999,0.29611,0.50921,-0.11320,-0.34412,0.55114,0.71107,-0.33024,1,0,1,0,0,0,0
0.77771,-0.65430,0.02640,-0.13453,-0.76455,-0.37782,-0.67829,-0.71008,1,0,1,0,1,0,0
0.85192,0.11155,-0.57604,-0.18953,-0.41266,-0.33887,-0.45365,-0.45898,1,0,0,0,1,0,0
0.45124,-0.13549,-0.64857,-0.22926,-0.24966,-0.28205,-0.78540,-0.61937,1,0,0,0,1,0,0
0.30699,0.58453,0.30518,0.07141,-0.58082,0.56458,0.73378,0.32087,1,0,0,0,1,0,0
0.52916,0.51512,-0.68715,-0.56514,-0.75113,-0.29327,-0.25957,-0.35090,1,0,1,0,1,0,0
0.65310,0.04264,0.27031,-0.50228,-0.53172,0.59525,0.61260,0.29991,1,0,1,0,0,0,1
-0.17389,-0.48606,0.06315,-0.59586,-0.46430,-0.65914,0.37343,-0.75762,1,0,1,0,1,0,1
0.33520,0.01261,-0.82933,-0.38331,-0.75039,0.02809,-0.09420,-0.63491,1,0,0,0,1,0,0
0.40144,-0.63937,-0.25156,-0.59973,-0.69357,-0.44896,-0.72021,0.09665,1,0,0,0,1,0,0
-0.04686,-0.33688,0.44142,-0.29402,-0.51888,-0.54891,-0.74785,-0.62808,1,0,0,0,0,1,0
0.30272,0.70379,0.72064,-0.60791,-0.26036,0.68742,0.77634,0.22331,1,0,0,0,1,0,0
0.48089,0.53464,-0.05348,-0.57844,-0.13086,0.16061,0.74869,-0.54364,1,0,0,0,0,0,0
0.67986,-0.68359,-0.71103,-0.20667,-0.49493,-0.74540,-0.75388,-0.53261,1,0,0,0,0,1,0
-0.03596,-0.73659,-0.43078,-0.07772,-0.66452,-0.76197,-0.78597,-0.77294,1,0,0,0,1,0,0
-0.16066,-0.05754,-0.67006,-0.33576,-0.13888,-0.68307,0.14682,-0.57416,1,0,0,0,1,1,0
0.14271,-0.69075,-0.25103,0.27888,-0.51981,-0.54614,-0.26746,-0.69194,1,0,0,0,1,0,0
0.61967,0.19654,-0.54128,-0.46045,-0.74664,-0.05806,0.68017,-0.75707,1,0,0,0,0,0,0
0.37322,-0.26959,-0.36551,-0.11146,-0.14045,0.38565,-0.46072,-0.76278,1,0,0,0,1,0,0
