physical_harm,fairness_equity,autonomy_respect,privacy_protection,societal_environmental,virtue_care,legitimacy_trust,epistemic_quality,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit
-0.42849,0.20651,0.72460,-0.56799,-0.68677,-0.73865,0.59918,0.09387,1,0,0,1,0,0,0
0.27895,0.78835,0.52667,-0.54425,-0.64443,0.62721,0.81832,0.20404,1,0,0,1,0,0,0
-0.69988,0.08253,-0.27686,-0.03470,-0.07180,0.63105,-0.15182,-0.61918,1,0,0,1,0,0,0
0.39409,0.21892,-0.37590,0.11713,-0.73599,0.58703,0.50747,-0.60866,1,0,0,1,0,0,0
-0.24949,-0.63112,0.25633,-0.52752,-0.56840,-0.56979,-0.49981,-0.68598,1,0,0,1,0,0,0
-0.52406,-0.65941,-0.35426,-0.11422,-0.81534,0.31559,0.59489,-0.12040,1,0,0,1,0,0,0
0.59586,0.58031,0.82771,-0.66832,-0.77901,0.46087,0.64712,0.24623,1,0,0,1,0,0,0
0.49409,0.23915,0.59925,-0.50402,-0.66608,0.13240,0.78349,-0.21259,1,0,0,1,0,0,0
-0.57103,0.83277,0.52383,-0.21474,-0.77336,0.67433,0.80287,0.37130,1,0,0,1,0,0,0
0.54433,0.34902,-0.66960,-0.57423,-0.62949,0.71900,0.81521,0.42996,1,0,0,1,1,0,0
0.71035,0.45323,0.31687,-0.04679,-0.42971,0.66409,0.62540,0.11141,1,0,0,1,0,0,0
0.20066,-0.23579,0.19066,-0.57072,-0.78501,-0.00382,-0.60297,0.26443,1,0,0,1,0,0,0
-0.47130,0.24438,0.07361,-0.63794,-0.76710,0.73769,0.33933,0.55798,1,0,0,1,0,0,0
-0.02420,0.67561,-0.59994,-0.54391,-0.71551,0.66673,0.61401,0.12709,1,0,0,1,1,0,0
0.45852,-0.12451,0.74035,-0.58028,-0.43259,0.40403,0.31711,0.38411,1,0,0,1,0,0,0
0.54850,0.49536,-0.78114,-0.55313,-0.74858,0.07884,0.71019,-0.70583,1,0,0,1,1,0,0
-0.41903,-0.26527,-0.08131,-0.54229,-0.68757,-0.66804,-0.68863,-0.10489,1,0,0,1,0,0,0
-0.58536,0.17613,-0.63273,-0.09776,-0.72444,0.34694,0.75454,0.23889,1,0,0,1,0,0,0
-0.86050,0.46293,0.09607,-0.33712,-0.76093,0.24713,0.82385,-0.42264,1,0,0,1,0,0,0
0.38780,0.00229,-0.24994,-0.11501,-0.08943,0.64600,0.83278,0.44031,1,0,0,1,0,0,0
-0.35137,0.76997,0.86302,-0.32684,-0.45260,0.71257,0.85177,0.73628,1,0,0,1,0,0,0
-0.05744,0.48560,0.33531,-0.60867,-0.39694,0.23701,0.02167,0.04107,1,0,0,1,1,0,0
0.42433,-0.04360,-0.43823,-0.53389,-0.45255,0.03599,-0.51586,-0.38583,1,0,0,1,0,0,0
-0.52513,0.50843,0.29585,-0.45930,-0.47063,0.70461,-0.48094,0.37344,1,0,0,1,0,0,0
0.37843,0.44696,-0.38429,-0.19103,-0.53762,0.59380,-0.12953,0.58212,1,0,0,1,0,0,0
0.53923,-0.19667,-0.69628,-0.08861,-0.38457,-0.29432,0.66932,0.41433,1,0,0,1,0,0,0
0.51098,-0.20495,0.25448,-0.61207,-0.80900,-0.65311,-0.32228,-0.31210,1,0,0,1,0,0,0
-0.42317,-0.37747,-0.20791,-0.52655,-0.59834,-0.56117,-0.52566,-0.23761,1,0,0,1,0,0,0
0.05551,-0.42618,0.73342,-0.77148,-0.78372,-0.12553,0.46141,-0.32782,1,0,0,1,0,0,0
0.06432,0.79764,0.40100,-0.64264,-0.69393,0.06966,0.75928,0.52673,1,0,0,1,0,0,0
0.45232,-0.68120,0.04792,0.51296,-0.54454,-0.14350,0.16004,-0.40789,1,0,0,1,0,0,0
0.49983,0.52436,0.71667,-0.73000,-0.54347,0.59376,0.81003,0.05092,1,0,0,1,0,0,0
0.29836,-0.38417,0.06073,0.01405,-0.26010,0.40737,-0.30925,-0.57787,1,0,0,1,0,0,0
-0.75897,-0.67574,-0.08774,0.52066,-0.30047,-0.34667,-0.45046,-0.64001,1,0,0,1,0,0,0
-0.15271,0.75446,0.66856,-0.62181,-0.77496,-0.54944,0.75807,-0.02634,0,0,0,1,0,0,0
0.03377,-0.42920,-0.53996,0.21305,-0.74399,-0.69169,-0.31419,-0.57956,1,0,0,1,0,0,0
-0.50543,-0.70207,0.46071,-0.52774,-0.44838,-0.62967,-0.32773,-0.34916,1,0,0,1,0,0,0
-0.31145,0.12988,-0.54345,-0.05922,-0.77112,-0.61272,0.62297,-0.08622,1,0,0,1,0,1,0
0.58028,0.74713,0.78573,0.01017,-0.04195,0.72859,0.76550,-0.04160,1,0,0,1,0,0,0
0.73039,0.40624,-0.66301,0.07075,-0.60295,-0.14168,-0.44763,-0.08059,1,0,0,1,0,0,0
-0.89296,0.29194,0.80088,-0.62339,-0.74289,-0.62832,0.49331,0.29032,1,0,0,1,0,0,0
0.30873,-0.36145,0.45956,0.65225,-0.75863,0.68229,-0.63579,-0.73318,1,0,0,1,0,0,0
0.37034,-0.15846,-0.54859,-0.26116,-0.76930,-0.27064,-0.41195,0.05889,0,0,0,1,0,0,0
-0.38672,-0.47856,-0.50940,0.22788,-0.63585,-0.75100,-0.29550,-0.46045,1,0,0,1,0,0,0
0.44700,-0.35659,-0.33791,-0.62394,-0.70498,-0.65550,-0.56798,-0.37119,1,0,0,1,0,0,0
-0.81428,0.72672,0.66819,-0.70279,-0.63432,0.68255,0.85712,0.35805,1,0,0,1,0,0,0
-0.00259,-0.39301,0.76981,-0.41455,-0.65282,0.67416,0.74891,0.23527,1,0,0,1,1,0,0
-0.58312,0.64902,0.18302,-0.57303,-0.68348,0.68160,0.77380,0.34168,1,0,0,1,0,0,0
0.08487,0.20244,0.18106,-0.27660,-0.39693,0.71473,0.71411,-0.26108,1,0,0,1,0,0,0
0.54172,-0.66673,-0.11633,0.22347,-0.79098,-0.69499,-0.55740,-0.24299,1,0,0,1,0,0,0
0.62526,0.79870,0.16867,-0.26286,-0.60489,0.65509,0.85259,0.53931,1,0,1,1,1,0,0
0.65791,-0.15539,-0.25677,-0.67351,-0.68837,-0.11442,-0.25496,0.20814,1,0,0,1,0,0,0
-0.83804,0.77509,0.61772,-0.37688,-0.41637,0.17852,0.77257,0.59741,1,0,0,1,0,0,0
-0.38475,0.36611,-0.67234,-0.23354,-0.68910,0.04833,0.83566,-0.48649,1,0,0,1,0,0,0
-0.85434,-0.45484,0.43603,0.07058,-0.88394,-0.48064,0.60449,0.18619,1,0,0,1,0,0,0
0.59500,-0.09895,0.18282,-0.40564,-0.85019,0.42166,-0.12073,0.37054,1,0,0,1,0,0,0
0.12250,-0.20207,-0.75261,0.19881,-0.78988,0.04777,-0.02625,0.43396,1,0,0,1,0,0,0
0.14550,-0.53665,-0.76342,0.50304,-0.66197,0.67775,-0.71184,0.32303,1,0,0,1,0,0,0
0.24465,-0.56395,0.24772,-0.62889,-0.41847,-0.61856,-0.74032,0.13822,1,0,0,1,0,0,0
0.67412,0.75524,0.20441,-0.06259,-0.80384,0.77114,0.81244,0.60272,1,0,0,1,0,0,0
-0.86300,-0.29704,0.24470,-0.48449,-0.51853,0.59796,0.69622,0.06161,1,0,0,1,0,0,0
0.41283,-0.01586,-0.82200,-0.35321,-0.23394,0.06330,-0.07297,-0.16149,1,0,0,1,0,0,0
0.67486,-0.51242,0.02670,-0.73953,-0.71281,0.06372,-0.59722,0.32063,1,0,0,1,0,0,0
-0.23248,0.40799,0.30208,0.21166,-0.15847,0.66298,0.81523,0.17495,1,0,0,1,0,0,0
-0.02966,-0.15964,-0.67694,-0.26218,-0.00701,0.14160,0.73238,0.10326,1,0,0,1,1,0,0
-0.54589,0.47379,0.51512,-0.40060,-0.35435,-0.26330,0.17757,-0.64855,1,0,0,1,0,0,0
0.17165,0.56529,0.27159,-0.63839,-0.84508,-0.50282,-0.30151,-0.51855,1,0,0,1,0,0,0
0.11151,-0.60090,-0.62151,-0.34385,-0.15771,0.45520,-0.26967,-0.61383,1,0,0,1,0,1,0
0.74020,0.34648,-0.49375,0.22265,-0.65569,-0.27020,0.06851,-0.10951,1,0,0,1,0,0,0
-0.64281,0.39435,-0.66199,-0.34147,-0.58302,0.49866,-0.09288,-0.55131,1,0,0,1,0,0,0
0.75136,0.55960,-0.25892,-0.59228,-0.61458,-0.13759,0.83612,-0.61389,1,0,0,1,0,0,0
0.73416,0.41599,-0.51708,-0.40827,-0.60118,0.66425,0.81786,0.70001,1,0,0,1,0,0,0
-0.10124,-0.24416,-0.43900,-0.31789,-0.54288,0.60883,0.24709,-0.19195,1,0,0,1,0,0,0
0.45513,0.07995,-0.35754,-0.39568,-0.56859,0.13131,0.31116,-0.42894,1,0,0,1,1,1,0
-0.12325,0.71725,0.75430,-0.52358,-0.69486,0.60996,0.80690,0.41006,1,0,0,1,0,0,0
0.75478,0.77194,-0.37064,-0.53862,-0.66717,0.64312,0.74270,0.48727,1,0,0,1,0,0,0
-0.58843,0.45777,0.08379,-0.49803,-0.51600,0.66275,0.68301,0.55512,1,0,0,1,0,0,0
-0.72531,-0.38849,0.20961,-0.28679,-0.76210,-0.73425,-0.54693,-0.12648,1,0,0,1,0,0,0
-0.19264,-0.13619,0.69969,-0.57707,-0.34993,0.59784,0.81969,-0.19267,1,0,0,1,0,0,0
-0.12367,-0.54733,0.59391,-0.31119,-0.58779,-0.48217,0.31404,0.41597,1,0,0,1,0,0,0
-0.59176,0.83080,-0.69645,-0.11743,-0.71331,0.75351,0.61533,0.02228,1,0,0,1,0,0,0
0.48687,-0.13489,0.25817,-0.33928,-0.56972,-0.21279,-0.56718,-0.03561,1,0,0,1,0,0,0
0.25569,0.53513,0.22040,-0.36135,-0.69709,0.52176,0.76788,-0.10166,1,0,0,1,0,0,0
0.42589,-0.07982,-0.66542,-0.16563,-0.56385,-0.07534,-0.16879,-0.70538,1,0,0,1,0,1,0
-0.10299,-0.29372,-0.68215,0.12940,-0.72366,0.55952,0.69021,-0.23323,1,0,0,1,0,0,0
-0.47378,-0.43003,0.27351,-0.48356,-0.78497,-0.52481,-0.72086,-0.65969,1,0,0,1,1,1,0
-0.16744,0.25469,0.53378,0.39054,-0.76632,0.56494,0.33707,-0.14937,1,0,0,1,0,0,0
-0.59369,0.34435,0.52848,0.20794,-0.73831,0.49534,0.67956,-0.08759,1,0,0,1,0,0,0
0.13206,0.60636,0.28984,-0.24960,-0.47552,0.38521,0.76260,0.30768,0,0,0,0,1,0,0
0.74764,-0.32082,-0.81064,0.35313,-0.47444,0.16532,-0.30989,-0.51693,0,0,0,0,1,0,0
0.67885,0.68818,-0.47771,-0.20668,-0.36774,0.54794,0.31117,0.31095,0,0,0,0,1,0,0
0.88451,0.25204,-0.37208,-0.43992,-0.75149,0.27746,0.23796,-0.17467,0,0,0,0,1,0,0
0.22577,0.61278,0.65751,-0.34746,-0.20196,0.67819,0.78110,0.20148,0,0,0,0,1,0,0
-0.25007,0.23009,-0.14092,-0.38451,-0.64888,0.72976,-0.09922,0.26146,0,0,0,0,1,0,0
0.76224,-0.05359,-0.79307,-0.10456,-0.39610,0.40839,-0.34933,-0.62295,0,0,0,0,1,0,0
-0.12659,0.50788,0.05515,-0.04609,0.04436,0.60642,-0.42987,0.20899,0,0,0,0,1,0,0
0.71638,-0.67804,0.54916,-0.61625,-0.73714,-0.71073,-0.57062,-0.23815,1,0,0,0,1,0,0
0.46265,0.13883,0.21709,-0.58914,-0.67832,-0.49021,0.34967,-0.01575,1,0,0,0,1,0,0
0.24065,-0.61139,-0.42930,-0.62020,-0.28616,-0.63625,-0.74812,-0.73731,1,0,0,0,1,0,0
0.17131,0.22178,0.32407,-0.58805,-0.60619,-0.43750,-0.17113,-0.70420,1,0,0,0,1,0,0
0.82191,0.80268,0.55400,-0.17062,-0.72857,0.01888,0.77508,-0.67040,1,0,0,0,1,0,0
0.83890,0.37808,-0.61930,-0.47751,-0.69290,0.49156,0.83486,-0.40242,1,0,0,0,1,0,0
0.71478,0.15612,-0.47903,-0.26924,0.03594,0.39881,-0.37326,0.00423,1,0,0,0,1,0,0
0.09591,-0.35979,-0.48360,-0.71464,-0.70306,-0.61988,-0.46550,-0.80042,1,0,0,0,1,0,0
0.66022,-0.20289,-0.75301,-0.08522,-0.49191,-0.40675,-0.73108,-0.79142,0,0,0,0,1,0,0
0.35764,-0.37471,-0.41745,-0.46315,-0.60318,0.37837,-0.55657,-0.77707,1,0,0,0,1,0,0
0.45463,-0.07825,-0.60899,-0.47518,-0.72773,0.26038,0.55114,0.59098,1,0,0,0,1,0,0
0.65969,0.13560,0.41231,0.29432,-0.43389,0.00052,0.72007,-0.01610,1,0,0,0,1,0,0
0.25908,-0.19018,0.17015,-0.49362,-0.47009,0.51221,0.67202,-0.33698,1,0,0,0,1,0,0
0.66486,-0.36570,0.24589,-0.58897,-0.44124,0.10228,-0.41432,0.36915,1,0,0,0,1,0,0
-0.63218,-0.36713,0.39547,-0.65056,-0.74651,-0.66890,0.31266,-0.53966,1,0,0,0,1,0,0
0.58486,-0.58986,0.57399,-0.12672,-0.77671,-0.75109,-0.47781,-0.54358,1,0,0,0,1,0,0
0.78172,0.17466,-0.64358,-0.39783,-0.64159,0.42404,0.49701,-0.34235,1,0,0,0,1,0,0
0.82076,0.16857,-0.57811,-0.47899,-0.80639,0.68013,-0.25571,0.46406,1,0,0,0,1,0,0
0.87428,-0.57415,-0.63501,0.63358,-0.48726,0.65352,0.57901,0.33605,1,0,0,0,1,1,0
0.23324,-0.49676,-0.54447,-0.52147,-0.22997,0.46622,0.81007,0.49001,1,0,0,0,1,0,0
0.66000,-0.60995,-0.57581,-0.52655,-0.80468,-0.57578,-0.40559,-0.64391,1,0,0,0,1,0,0
0.65898,-0.43305,0.07560,-0.41793,-0.83007,-0.56077,-0.75625,-0.51838,0,0,0,0,1,0,0
-0.08156,-0.47052,-0.62519,-0.59902,-0.71610,-0.65218,-0.66640,-0.54598,1,0,0,0,1,0,0
0.81550,-0.30920,0.67650,0.03888,-0.03828,0.77265,0.78140,0.47912,1,0,0,0,1,0,0
0.44653,0.60274,0.49330,-0.68518,-0.77089,0.73957,0.76725,0.58320,1,0,0,0,1,0,0
0.34608,0.31834,0.47969,-0.05092,-0.46488,-0.11808,-0.54503,0.32838,1,0,0,0,1,0,0
0.42725,0.64191,-0.01843,0.02572,-0.84789,0.79281,0.73395,0.42814,1,0,0,0,1,0,0
0.32986,-0.34620,-0.21981,-0.68985,-0.69761,-0.63961,0.55926,-0.69930,1,0,0,0,1,0,0
0.66806,-0.54419,-0.47207,-0.18138,-0.66395,-0.73124,-0.70337,-0.73779,1,0,0,0,1,0,0
0.38818,0.32595,-0.72274,-0.56417,-0.27005,0.64296,0.66072,0.35118,1,0,0,0,1,0,0
0.54096,-0.26813,-0.43068,-0.37711,-0.48669,0.37978,-0.25348,-0.52908,1,0,0,0,1,0,0
0.87086,0.10766,-0.67329,0.03064,-0.68288,-0.70348,-0.70459,-0.21993,1,0,0,0,1,0,0
-0.05009,-0.65004,-0.72702,-0.16682,-0.56583,-0.61243,0.15450,-0.10019,1,0,0,0,1,0,0
0.72107,-0.15330,-0.17611,-0.47571,-0.06006,0.15790,0.24612,-0.53782,1,0,0,0,1,0,0
0.35165,-0.70749,-0.03866,-0.45557,-0.41623,-0.50953,-0.79246,-0.71858,1,0,0,0,1,0,0
0.22132,-0.55411,-0.63772,-0.44160,-0.45087,0.37172,0.07913,-0.51417,1,0,0,0,1,0,0
0.85510,0.39546,0.16547,0.08163,-0.69289,0.60660,0.83718,0.48232,1,0,0,0,1,0,0
-0.03159,-0.43092,-0.86283,0.05015,-0.05811,0.16501,0.40714,-0.22363,1,0,0,0,1,0,0
0.51277,-0.67118,0.20850,-0.64944,-0.65165,-0.66788,-0.56259,-0.42754,1,0,0,0,1,0,0
0.52628,-0.09506,-0.50259,-0.28787,-0.78373,-0.45291,-0.28423,-0.71848,1,0,0,0,1,0,0
0.37991,0.51019,0.04242,-0.32799,-0.41365,0.62748,0.73734,0.16164,1,0,0,0,1,0,0
0.71900,0.26433,-0.23047,-0.53021,-0.68798,-0.00013,0.74253,0.35511,1,0,0,0,1,0,0
0.76193,-0.77466,-0.67559,-0.21155,-0.66071,-0.76874,-0.19345,-0.29097,1,0,0,0,1,0,0
0.61085,-0.30669,-0.58559,-0.21386,-0.40097,-0.07000,-0.61902,-0.66355,1,0,0,0,1,0,0
0.33354,-0.29695,-0.25008,-0.11837,-0.55398,-0.72867,0.20067,-0.75647,1,0,0,0,1,0,0
0.39285,0.17966,-0.35042,-0.35646,-0.15479,-0.65349,0.22693,-0.72633,1,0,0,0,1,0,0
0.50416,-0.62687,-0.10049,-0.49216,-0.36522,0.64854,0.32636,0.24916,1,0,0,0,1,0,0
0.65528,-0.45245,-0.64718,-0.44251,-0.58044,-0.70330,-0.46347,-0.64328,1,0,0,0,1,0,0
0.65732,-0.51093,-0.20227,-0.19199,-0.78993,-0.33451,-0.60342,-0.71376,1,0,0,0,1,0,0
0.41514,-0.21808,-0.45655,0.03590,-0.47647,-0.78687,-0.78772,-0.68981,1,0,0,0,1,0,0
0.78686,0.30894,0.09119,-0.64164,-0.59642,-0.53359,-0.02658,0.37941,1,0,0,0,1,0,0
0.57809,-0.52449,0.56287,-0.11144,-0.45737,-0.63384,0.46581,-0.74305,1,0,0,0,1,0,0
0.62904,-0.14116,-0.23221,-0.62755,-0.35753,0.45722,0.28220,-0.52021,1,0,0,0,1,0,0
0.39393,0.41292,-0.81081,-0.21951,-0.45762,0.68613,0.05711,-0.35933,1,0,0,0,1,0,0
0.06972,0.42952,-0.43115,0.01708,-0.61722,0.72070,0.31408,-0.53481,1,0,0,0,1,0,0
-0.37485,0.35188,0.16101,-0.54495,-0.53777,0.73438,0.81930,0.60101,1,0,0,0,1,0,0
0.87313,-0.61155,0.37629,0.58604,-0.67609,-0.73206,-0.71099,-0.71452,1,0,0,0,1,0,0
0.63345,-0.17943,-0.65813,-0.36873,-0.63036,0.13597,0.48518,-0.40972,1,0,0,0,1,0,0
0.62240,-0.33549,-0.54118,-0.30629,-0.52224,-0.39917,0.72202,-0.44390,1,0,0,0,1,0,0
0.75086,-0.31648,-0.29853,-0.19864,-0.72560,-0.37773,-0.63617,-0.06402,1,0,0,0,1,0,0
0.57279,-0.10545,-0.36960,-0.37855,-0.44316,0.50117,0.13374,-0.72888,1,0,0,0,1,0,1
0.55682,0.05418,-0.01615,0.14101,-0.69936,-0.07493,-0.38775,-0.67751,1,0,0,0,1,0,0
0.77409,0.66998,0.40683,-0.12391,-0.69466,0.63456,0.78771,0.55259,1,0,0,0,1,0,0
0.89020,-0.49854,-0.54523,-0.05168,-0.53595,-0.37184,-0.56060,-0.73809,1,0,0,0,1,0,0
0.73447,0.11027,0.02909,-0.53946,-0.75828,0.16488,0.11338,0.24321,1,0,0,0,1,0,0
0.71709,-0.45385,-0.43963,-0.28383,-0.53755,-0.67729,0.58465,-0.11970,1,0,0,0,1,0,0
-0.00853,-0.62045,-0.31908,-0.57369,-0.55337,-0.70831,-0.11277,-0.69751,1,0,0,0,1,0,0
0.12392,-0.42826,-0.68786,-0.00290,0.02929,0.16870,0.07225,-0.62911,1,0,0,0,1,0,0
0.62497,-0.72173,-0.72589,-0.16948,-0.63884,-0.80229,-0.80170,-0.76443,1,0,0,0,1,0,0
0.85954,-0.10757,-0.47081,0.14421,-0.07702,0.40331,0.14994,-0.07375,1,0,0,0,1,0,0
0.78965,0.53599,-0.59493,-0.05305,-0.85384,0.17251,0.76470,-0.56460,1,0,0,0,1,0,0
0.04809,-0.44151,-0.17331,-0.28413,-0.72154,-0.68757,-0.63128,-0.73641,1,0,0,0,1,0,0
0.87923,-0.57719,0.41364,-0.24148,-0.60110,-0.12006,0.31519,-0.05861,1,0,0,0,1,0,0
0.12671,-0.66243,-0.14863,-0.33663,-0.70095,-0.73841,-0.78626,-0.72199,1,0,0,0,1,0,0
0.88176,-0.64946,-0.37902,-0.03553,-0.08102,-0.44939,-0.66740,-0.29337,1,0,0,0,1,0,0
0.84447,0.67537,-0.63901,-0.42299,0.49635,0.26885,0.35261,0.55458,1,0,0,0,1,0,0
0.10321,-0.43894,-0.26550,-0.16519,-0.34167,0.31577,0.70290,-0.58744,1,0,0,0,1,0,0
0.76378,-0.47916,-0.65614,-0.52777,-0.43398,-0.37601,0.19958,-0.40506,1,0,0,0,1,0,0
0.69731,-0.38875,-0.39094,-0.55359,-0.63411,-0.51322,-0.76950,0.04987,1,0,0,0,1,0,0
0.34434,-0.14768,-0.73899,-0.09528,-0.27219,0.40316,0.73263,0.27321,1,0,0,0,1,0,0
0.82074,-0.55362,0.70130,-0.58200,0.04741,0.13334,0.59483,0.01177,1,0,0,0,1,0,0
0.90444,0.10577,-0.67845,-0.18671,-0.54748,0.54669,0.61216,0.13064,1,0,0,0,1,0,0
0.35724,-0.27990,-0.74242,-0.17057,-0.86309,0.33536,-0.55296,-0.53495,1,0,0,0,1,0,0
0.66668,0.48860,-0.18679,-0.67633,-0.56229,-0.52546,-0.40309,0.23264,1,0,0,0,1,0,0
0.63862,0.53931,0.07459,-0.02693,-0.55156,0.47943,0.59182,0.62360,1,0,0,0,1,0,0
0.37912,0.71852,0.67534,-0.75449,-0.55003,0.03436,0.86240,0.44256,1,0,0,0,1,0,0
0.80816,-0.01773,-0.49614,-0.43155,-0.59374,-0.13567,-0.62961,-0.69310,1,0,0,0,1,0,0
0.79261,-0.01225,-0.53025,-0.56284,-0.84850,-0.40945,0.02529,-0.63307,1,0,0,0,1,0,0
0.44659,-0.54813,-0.31081,-0.51590,-0.43327,0.60179,0.72895,0.26855,1,0,0,0,1,0,0
0.86212,-0.46887,0.67393,-0.66786,-0.58771,0.39647,0.77134,0.09132,1,0,0,0,1,0,0
-0.13399,-0.56998,-0.46757,-0.68243,-0.55978,-0.10914,0.09587,-0.16578,1,0,0,0,1,0,0
0.21960,-0.35692,-0.72908,-0.67465,-0.77958,-0.09923,-0.00117,-0.61805,1,0,0,0,1,0,0
0.75823,0.07256,-0.66663,-0.72989,0.04804,-0.54629,0.48755,-0.07887,1,0,0,0,1,0,0
-0.21861,0.01615,-0.64204,0.30518,-0.78619,-0.52152,-0.35218,-0.75721,1,0,0,0,1,0,0
0.21269,-0.34833,-0.18096,-0.49775,-0.60021,0.44059,-0.10255,-0.64524,1,0,0,0,1,0,0
0.48757,0.23778,-0.16994,-0.19465,-0.45081,-0.38639,-0.26252,-0.38174,1,0,0,0,1,0,0
0.51645,-0.48825,-0.47412,-0.49696,-0.54229,-0.49261,0.42406,-0.63288,1,0,0,0,1,0,0
0.39613,-0.02730,-0.40252,-0.43617,-0.48666,-0.61187,-0.13191,-0.65142,1,0,0,0,1,0,0
0.37982,0.29206,0.22437,-0.47045,-0.57314,0.55615,0.80413,0.60457,1,0,0,0,1,0,0
0.20807,-0.54180,-0.77355,-0.35367,-0.39960,-0.26206,-0.75605,-0.79246,1,0,0,0,1,0,0
0.47247,-0.30886,0.68855,-0.69832,-0.74062,-0.21760,0.07048,0.36507,1,0,0,0,1,0,0
0.11888,-0.14424,-0.46217,-0.62282,-0.75417,0.42782,0.80779,0.62654,1,0,0,0,1,0,0
0.77530,-0.32148,0.26439,-0.29278,-0.64435,0.22198,0.71925,-0.47848,1,0,0,0,1,0,0
0.70189,0.48093,-0.15363,-0.38240,-0.74564,0.57283,0.40888,-0.30973,1,0,0,0,1,0,0
0.84589,-0.44583,-0.69843,-0.28459,-0.71034,-0.66808,-0.64816,-0.74277,1,0,0,0,1,0,0
-0.23843,-0.60861,-0.67067,-0.42095,-0.53082,0.32714,-0.32258,-0.74302,1,0,0,0,1,0,0
0.75694,-0.59094,-0.53193,-0.57759,-0.77501,-0.36749,-0.36986,-0.22416,1,0,0,0,1,0,0
0.56622,-0.02966,-0.44058,-0.55989,-0.80414,-0.60220,0.55697,-0.60119,1,0,0,0,1,0,0
0.68327,-0.46218,0.20734,-0.62707,-0.78959,0.73948,-0.00048,0.14889,1,0,0,0,1,0,0
0.05706,0.14652,-0.70251,-0.39707,-0.80273,0.44869,0.53276,0.06268,1,0,0,0,1,0,0
0.38826,0.10196,-0.12844,-0.49770,-0.61709,0.67114,0.83039,-0.41995,1,0,0,0,1,0,0
0.81179,-0.53854,0.18561,-0.32580,-0.76808,-0.38963,-0.53343,0.18347,1,0,0,0,1,0,0
-0.05438,-0.63022,0.26773,-0.47249,-0.51035,-0.54249,-0.70363,-0.69973,1,0,0,0,1,0,0
0.45573,-0.38387,-0.43260,-0.49613,0.07820,0.23313,0.24379,0.15277,1,0,0,0,1,0,0
0.45308,0.63563,-0.74702,-0.34108,-0.25566,0.60526,0.36218,0.24995,1,0,0,0,1,0,0
0.85784,-0.13537,0.52244,-0.09852,-0.63841,0.21211,0.75420,0.34291,1,0,0,0,1,0,0
0.84699,-0.36601,-0.32666,-0.51821,-0.52911,0.29135,-0.09241,-0.67246,1,0,0,0,1,0,0
0.31056,-0.09173,-0.44910,-0.65701,-0.47996,-0.17370,0.45513,-0.40598,1,0,0,0,1,0,0
0.85192,0.11155,-0.57604,-0.18953,-0.41266,-0.33887,-0.45365,-0.45898,1,0,0,0,1,0,0
0.45124,-0.13549,-0.64857,-0.22926,-0.24966,-0.28205,-0.78540,-0.61937,1,0,0,0,1,0,0
0.30699,0.58453,0.30518,0.07141,-0.58082,0.56458,0.73378,0.32087,1,0,0,0,1,0,0
0.37756,0.51670,-0.18512,-0.59813,-0.21526,-0.10737,0.64607,-0.38240,0,0,0,0,1,0,0
0.33520,0.01261,-0.82933,-0.38331,-0.75039,0.02809,-0.09420,-0.63491,1,0,0,0,1,0,0
0.40144,-0.63937,-0.25156,-0.59973,-0.69357,-0.44896,-0.72021,0.09665,1,0,0,0,1,0,0
0.30272,0.70379,0.72064,-0.60791,-0.26036,0.68742,0.77634,0.22331,1,0,0,0,1,0,0
-0.03596,-0.73659,-0.43078,-0.07772,-0.66452,-0.76197,-0.78597,-0.77294,1,0,0,0,1,0,0
-0.16066,-0.05754,-0.67006,-0.33576,-0.13888,-0.68307,0.14682,-0.57416,1,0,0,0,1,1,0
0.14271,-0.69075,-0.25103,0.27888,-0.51981,-0.54614,-0.26746,-0.69194,1,0,0,0,1,0,0
0.37322,-0.26959,-0.36551,-0.11146,-0.14045,0.38565,-0.46072,-0.76278,1,0,0,0,1,0,0
0.47722,-0.32291,-0.68582,-0.29291,-0.73530,0.16850,0.08692,-0.35678,1,0,0,0,1,0,0
-0.30873,-0.14522,0.50313,-0.57458,-0.43424,-0.15210,-0.45840,-0.10366,1,0,0,0,1,0,0
0.89602,0.12746,0.29247,-0.50059,-0.69820,0.55746,0.28870,-0.55417,1,0,0,0,1,0,0
0.44014,0.50756,-0.43412,0.06110,-0.58433,0.19688,-0.28112,0.41530,1,0,0,0,1,0,0
0.58729,0.10549,-0.86423,-0.14981,0.01555,-0.10795,-0.32713,-0.59789,1,0,0,0,1,0,0
0.65350,0.43332,-0.84978,0.25201,-0.58960,0.70546,-0.26858,-0.03019,1,0,0,0,1,0,0
0.56410,-0.33995,-0.51579,-0.29785,-0.73386,-0.18569,-0.51420,-0.65658,1,0,0,0,1,0,0
0.72813,-0.05408,-0.77744,-0.28579,-0.69261,-0.10992,0.60547,-0.44229,1,0,0,0,1,0,0
0.51426,-0.05844,-0.53364,-0.12434,-0.35773,-0.32914,-0.15384,-0.81467,1,0,0,0,1,0,0
-0.09961,0.48955,0.71922,-0.64000,-0.34867,0.31395,0.60380,-0.06190,1,0,0,0,1,0,1
0.82655,0.53378,-0.36932,-0.49150,-0.66284,-0.21298,-0.15117,-0.33993,1,0,0,0,1,0,0
